Posição,Frequência,Porcentagem (%)
7,4,19.05
12,3,14.29
10,2,9.52
8,2,9.52
6,2,9.52
11,2,9.52
Ret,2,9.52
13,1,4.76
15,1,4.76
17,1,4.76
9,1,4.76
